	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000186092|OR4F5	0.045993294294978	0.0357777849408644	7.44926994787085	0.00480285788959634	0.996167888575002	NA
ENSG00000284733|OR4F29	2.47340779847797	-1.68088333198815	1.96656929278849	-0.854728759445209	0.392701325286337	NA
ENSG00000187634|SAMD11	366.899683147679	-0.656116338226009	0.296113960297918	-2.2157561824032	0.0267082048569119	0.234580796461553
ENSG00000188976|NOC2L	6892.40469276094	0.19645977612992	0.247448502967768	0.793942067839101	0.427229157931518	0.759727640947193
ENSG00000187961|KLHL17	177.994949455803	-0.134842378669397	0.240619032171738	-0.560397809983525	0.575208125087862	0.840125039359169
ENSG00000187583|PLEKHN1	14.6698813010925	-1.42376575069098	0.742691047713913	-1.91703637074056	0.0552333111908677	0.342516834314092
ENSG00000187642|PERM1	24.9879478724247	-1.01584272119929	0.533477115696038	-1.90419174752023	0.0568852161176486	0.345885424036044
ENSG00000188290|HES4	314.579408730954	0.728882721965405	0.238747213967845	3.05294755005423	0.00226605541674021	0.0674194731812594
ENSG00000187608|ISG15	80.2357001990731	0.0321454022485295	0.395503034466385	0.0812772581932278	0.935221459476391	0.982418540226235
ENSG00000188157|AGRN	880.23527198852	-0.73306008988553	0.373020877909457	-1.96519855401623	0.0493912612679128	0.32478916836059
ENSG00000237330|RNF223	9.12269719743193	-2.4667900333198	0.850295356174605	-2.90109785430047	0.00371857736072098	0.0878373046267275
ENSG00000131591|C1orf159	110.230884260377	-0.294669000750761	0.270335817157725	-1.09001094952519	0.275708320810216	0.647535380339055
ENSG00000162571|TTLL10	7.26975793262994	-0.721876462928755	0.863276690627565	-0.836205206008727	0.403039470173296	0.743710361942804
ENSG00000186891|TNFRSF18	10.8468510657258	-1.09247248780616	0.922998244178311	-1.18361274758298	0.236566391920322	0.613553493601368
ENSG00000186827|TNFRSF4	2.65711022542337	0.0805050221586715	1.59017303220988	0.050626579955763	0.959623082237212	NA
ENSG00000078808|SDF4	1954.26350571026	-0.43989956125993	0.292252660982686	-1.50520292879725	0.132271912424456	0.492976121132503
ENSG00000176022|B3GALT6	807.575149930686	0.0253702229997454	0.147496056121222	0.172006110989805	0.863432724729433	0.961321181211208
ENSG00000184163|C1QTNF12	2.12993335812722	-0.24594572120931	1.76089918910054	-0.139670528972722	0.888920312592996	NA
