	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000186092|OR4F5	0.045993294294978	-1.01747633020872	5.26775818525574	-0.19315167751181	0.846840181781811	NA
ENSG00000284733|OR4F29	2.47340779847797	-1.18968870234063	1.23037358565684	-0.966932902501729	0.333577577171628	0.532169156025053
ENSG00000187634|SAMD11	366.899683147679	-0.0319825377546576	0.210103761572538	-0.152222585237322	0.879011381098155	0.937593471230597
ENSG00000188976|NOC2L	6892.40469276094	-0.302783703010932	0.174962061178236	-1.73056776407362	0.0835288853265471	0.21553379544072
ENSG00000187961|KLHL17	177.994949455803	0.155971342296768	0.175538254978857	0.888531917533041	0.3742546949378	0.572533010285056
ENSG00000187583|PLEKHN1	14.6698813010925	-1.72781105340567	0.536680637456536	-3.21943989183996	0.00128441285098185	0.010422857750018
ENSG00000187642|PERM1	24.9879478724247	-1.14593396730525	0.367968684534417	-3.11421600660171	0.00184434411671353	0.013863496932045
ENSG00000188290|HES4	314.579408730954	0.132169300147716	0.170088334169366	0.777062699762278	0.437121779226815	0.629465659762982
ENSG00000187608|ISG15	80.2357001990731	0.149171529803846	0.283942480079632	0.525358268907179	0.599334157811417	0.758042696881304
ENSG00000188157|AGRN	880.23527198852	-1.17983395807417	0.263735837484547	-4.47354432119337	7.69336025199371e-06	0.000154060459304577
ENSG00000237330|RNF223	9.12269719743193	-2.23923340304173	0.611572672825973	-3.66143469539705	0.000250806795472902	0.00284460409387317
ENSG00000131591|C1orf159	110.230884260377	-0.244876932146564	0.193562075244036	-1.26510801166929	0.205832611321455	0.388877524673566
ENSG00000162571|TTLL10	7.26975793262994	-1.48808097632605	0.590330981779243	-2.52075703674066	0.0117102677355152	0.0550833358135037
ENSG00000186891|TNFRSF18	10.8468510657258	-1.06857311454995	0.641011283315484	-1.6670113964656	0.0955121387779834	0.234415960532121
ENSG00000186827|TNFRSF4	2.65711022542337	0.612940933286895	1.14651062510603	0.53461426336996	0.592916618555031	0.752874915752788
ENSG00000078808|SDF4	1954.26350571026	-0.465046319143002	0.206589786467714	-2.2510615219387	0.024381641056791	0.0932540673821653
ENSG00000176022|B3GALT6	807.575149930686	-0.119110708116012	0.104778807272841	-1.13678243927564	0.25562924620669	0.448724883165167
